"6884,Makayla Mather,""Make the match section able to be filtered by different things such as age, gender, distance, etc. Then I'll give 5 stars"",3,0,09-01-2022 06:45,Tinder";;
6885,Reverend Felix,There are now 3 levels of membership and you get to match with 1 out of 6 people who liked you. You have to pay in order to get anywhere. Not free...,1,0,09-01-2022 06:44,Tinder;;
"6886,Zak Farrell,""Account banned, they won't tell me why or what I did wrong. CS is an absolute joke"",1,0,09-01-2022 06:38,Tinder";;
6887,Cris Deb,Meh..Unless you give this app full control(Allow everything). You are not getting into the app and will be stuck at the loading screen...at least on my device,3,0,09-01-2022 06:34,Tinder;;
"6888,Justin Jamieson,""Free it's fine but gahdamn you guys are some greedy bastards trying to charge $4 per super like 🤣 definitely not worth paying for anything on this app. Also that clickable pop up that tell you to super like someone is annoying af, no I don't want to give you my money so stop telling to"",1,1,09-01-2022 06:20,Tinder";;
6889,EMMETT TURNER,ACCOUNT BANNED AND I DID NOTHING TO DESERVE IT,1,0,09-01-2022 06:08,Tinder;;
"6890,Andrei Farkas,""What is rhe point of someone liked you, if you need to pay to see who it is? Why do you neek to pay for it, isnt this app made for it?"",1,0,09-01-2022 05:40,Tinder";;
6891,Tyler Rowe,Yeah do urself a favor and skip this app its not worth it at all i would rate it negative 5 stars if i clild but i cant,1,0,09-01-2022 05:19,Tinder;;
"6892,Steven Rice,""Overall the app is alright but the incessant pushing of these weekend events Is out of hand and very annoying. When someone clicks the """"not feeling it"""" option that should be the end of it. Do not bombard your users with repeated requests to participate in something they've already said no to."",3,17,09-01-2022 05:15,Tinder";;
6893,Steven Eskholme,I've had no problem getting dates with this app,5,0,09-01-2022 05:08,Tinder;;
"6894,Shaded,""Im most cases, this app is a scam. There are many reasons and videos / studys on why this app is a scam. However after using the app for about 3 years, having gold, plus and platinum";" I can say with confidence that this app deliberately makes is difficult to hold or start conversations. It could just not notify you, or do it hours later, not let know lnow you have a match, show the same people over and over. If pay for the app you still get adds by the way? It not for people who want to date."",1,18,09-01-2022 04:59,Tinder";
"6895,Akiteng Ruth,""I have given one star because Tinder should know that some of us, our accounts get banned because guys report our accounts when we refuse to send them naked pictures. And Tinder doesn't give a chance to know what really made the Guy or man report the account. Well, that's one reason"",1,0,09-01-2022 04:40,Tinder";;
6896,Victor Ingeson,Bugged. Doesn't matter if I unbox artists in the Spotify section. As soon as I hop out of the settings the boxes tick themselves in again. Used to work before but not anymore.,1,3,09-01-2022 04:35,Tinder;;
"6897,Zebedee Ira,""I've met a few people from the app. I'm not sure what's up with all the negative reviews, people need to learn how to handle rejection I suppose."",4,0,09-01-2022 04:33,Tinder";;
"6898,Daniel Waite,""App Broken, no matter who I like or dislike when you go back into the app they are all back. Same 30ish people over and over. Get no where. Cleared cache, uninstalled app no difference... Unable to do anything but swipe on same people over and over .."",1,2,09-01-2022 04:30,Tinder";;
6899,Luis M,Rigged app unless you pay,1,0,09-01-2022 04:15,Tinder;;
6900,Alex Bejarano,Didn't get unlimited likes with gold like it says,1,0,09-01-2022 04:11,Tinder;;
"6901,Jezident DJ,""It used to be a decent app with real people. But there's so many accounts that are clearly fake, that it hardly seems worth investing time in."",2,0,09-01-2022 04:07,Tinder";;
6902,Ariodokate Kate,Good,5,0,09-01-2022 03:46,Tinder;;
"6903,AG V,""let me get this, so I am limited in how many likes I can send unless I pay for unlimited likes. I can't see who likes me unless I pay, I can't message anyone who likes me unless I pay... utter waste of time! Delete!"",1,0,09-01-2022 03:41,Tinder";;
6904,Frank Atta,Great app,2,0,09-01-2022 03:36,Tinder;;
6905,Carlita Carlos,Bad but interesting,5,0,09-01-2022 03:35,Tinder;;
6906,Jay Youel,Only complaint is glitchy app. Message notifications lag,4,0,09-01-2022 03:17,Tinder;;
6907,Reda Alouani,prices are not affordable :) at all.,1,0,09-01-2022 03:17,Tinder;;
6908,Jon Kue,Der Algorithmus ist dumm,1,0,09-01-2022 03:12,Tinder;;
6909,samsul huda,Faltu app,1,0,09-01-2022 03:07,Tinder;;
"6910,Keith Taylor,""#1: the male to female ratio on this app is overwhelmingly a sausage fest. #2: Most accounts are phishing accounts that try to steal your information and money. #3: I was matched with someone who asked me for $100000 and when I said no, they threatened to kill me and when I reported it to Tinder they locked my account and permanently banned me because """"Tinder reserves the right to terminate any account that is deemed harmful to Tinder's image or affect it's reputation negatively."""" 10/10"",1,1,09-01-2022 03:04,Tinder";;
"6911,Jacek Pietraszek,""You have to pay for everything now, it's not worth your time."",1,0,09-01-2022 02:54,Tinder";;
6912,Martin Lucas,Very good app i like tinder,5,0,09-01-2022 02:51,Tinder;;
6913,Erik Gutierrez,People just here to get added on Instagram or Snapchat to be popular,1,1,09-01-2022 02:38,Tinder;;
6914,Janardan Singh,Very bad experience,1,0,09-01-2022 02:37,Tinder;;
6915,Philbert Bensons,I like it and more it makes me more,5,0,09-01-2022 02:34,Tinder;;
6916,rafi Shaik,Good app,3,0,09-01-2022 02:19,Tinder;;
"6917,Dheeraj Bansal,""What app fir indians atleast, total time war waste, all they do is ask fir money"",1,0,09-01-2022 02:17,Tinder";;
6918,earthpizza,Sexy,5,0,09-01-2022 02:12,Tinder;;
"6919,james blnnie,""Not very good, u r only after more money from us."",3,0,09-01-2022 02:08,Tinder";;
6920,Venassata Gomez,Good,5,0,09-01-2022 01:59,Tinder;;
"6921,Sydney Henderson,""Absolutely terrible how tinder was easy and not expensive. Nowadays, they constantly push for paid services at every chance. Not only that there's this huge glitch where you get banned for no reason! Unsure how I keep being banned when I never violated the guidelines! A friend told me she would see guys' profile pictures as their """"parts"""" or prized jewels. Honestly disgusting how their accounts are still up but I'm banned for no reason! This needs to stop or changes needs be made, immediately!"",1,1,09-01-2022 01:55,Tinder";;
"6922,Amber Howard,""As soon as I bought the premium, my account was banned. Tinder is a SCAM."",1,0,09-01-2022 01:53,Tinder";;
6923,Mh Ramzan,Brilliant and so so brilliant,5,0,09-01-2022 01:37,Tinder;;
"6924,Kelvin wilson,""How TF does this even work atleast let me talk with stranger. This app dosent give u matches, dosent show who liked u, and dosent let u send messages. I can use insta for dating better"",1,0,09-01-2022 01:34,Tinder";;
6925,Anayo Victor,Good,5,0,09-01-2022 01:33,Tinder;;
6926,sweet smile,Players and skanks,2,0,09-01-2022 01:26,Tinder;;
6927,Brayan Alejandro Puerta Caceres,Sublimely and cool,4,0,09-01-2022 01:17,Tinder;;
"6928,Chris Smith,""This app is trash, it continues to show me the same matches over and over after I've already swiped left."",1,0,09-01-2022 00:50,Tinder";;
6929,natnael fitsum,Good,5,0,09-01-2022 00:48,Tinder;;
6930,Lucid Dreaming,Hard to figure out and u can't text people without paying which is total bs. Trying to help my grandma find a new partner and I can't talk to the people.,2,0,09-01-2022 00:45,Tinder;;
6931,desi way,Worst app,1,0,09-01-2022 00:44,Tinder;;
6932,tyler hill,Can only see stuff if u pay and definitely not pay 100 dollars for year for something might only use for couple days and decide not to like it,1,0,09-01-2022 00:25,Tinder;;
6933,UniquelyBirdie,I just downloaded Tinder yesterday... Had maybe 3 or 4 matches and had only talked to one person... But yet when I wake up today my account was banned with no reason why? Don't even waste your time with tinder.,1,0,09-01-2022 00:21,Tinder;;
"6934,Bazzralic,""Jan 8, 2021: LITERALLY 100% bots, fake scams, """"Snap Premiums"""" and fake fake fake bots 100% fake. Tinder doesn't even care about straight men they literally refuse to survey. Don't give these creeps a single penny. Hypergamy is the name of the app!"",1,12,09-01-2022 00:18,Tinder";;
6935,Shan kashyup Thakuri,Good app,5,0,09-01-2022 00:06,Tinder;;
6936,Parvesh Jhajhria,Happy,5,0,09-01-2022 00:03,Tinder;;
6937,Anix,This app is good for nothing,1,0,08-01-2022 23:57,Tinder;;
"6938,Tamires Da Silva Sales,""Não da pra dar 0 estrelas mesmo, cobra qualquer ação, não dá pra excluir a conta, péssimo"",1,0,08-01-2022 23:54,Tinder";;
6939,Deepak Singh,Instagram is far better than this 😁😂,1,0,08-01-2022 23:42,Tinder;;
"6940,Andrei Tudor,""""""Hi, my name is Amy and I'm from Hong Kong, China"""" -- every match in 20km from me... I live in Germany... Edit: Now you get 5 super likes per week instead of 5 per day with platinum. The algorithm makes sure you will never find a match close to you, if I look close to me in a city with 300k people, I don't get a single match, if I go in a city of 25k people in the middle of South America, I get at least 15 local matches (global is set to off) 0 stars stay away don't pay them a dime"",1,2,08-01-2022 23:28,Tinder";;
"6941,Andrew Dougherty,""Good for what it is, keep it simple"",5,0,08-01-2022 23:21,Tinder";;
"6942,Zeus Drk,""It's been one year that I started using this app and I didn't get a date, waste of money, I feel like this app is not real, I dare u tinder to hook me up with someone hot lol I bet u guys can't, this app is scam for money guys, dont lose ur money for it, i am getting more frustrated ( being single for 3 years is long)"",1,0,08-01-2022 23:09,Tinder";;
"6943,Damien Torres,""Most female profiles are fake or trying to lure you to their IG or get you to subscribe to their OnlyFans. So many matches come from over a thousand miles away, despite having preferences set to 10 or 15 miles. I tried swiping right on everyone, just to eliminate the chance of Tinder saying I missed a match, but the majority were still in Thailand, Philippines, or scammers pretending to be American. I feel terrible for anyone that paid for this app. They deserve a full refund."",1,132,08-01-2022 22:46,Tinder";;
6944,Nelly Anderson,Super exciting,5,0,08-01-2022 22:42,Tinder;;
6945,Benson Ogayo,Says I'm Banned While creating an account!🥺,1,0,08-01-2022 22:35,Tinder;;
"6946,Nova Cedino,""I posted a lot of my pictures to get verified then I get the blue mark check, means I got verified but then whenever I open the app or swipe it says my account is still under review. I just started using the app and didn't violate anything so why am I still under review. It says verification will only take a few minutes but it's been almost 2 days."",1,448,08-01-2022 22:32,Tinder";;
6947,Md Shaifull Islam,Nice App,5,0,08-01-2022 22:30,Tinder;;
"6948,Nate Wallace-Springer,""Too many bugs. Can't take off the vaccine sticker after you add it to the profile even if the sticker option is off, app crashes, same people seen sometimes"",1,0,08-01-2022 22:24,Tinder";;
6949,Aarti Kose,I just downloaded the app and started using is rarely suddenly it ban me Still I don't knw the reason and even when I tried from another number it ban me from there too... Worst experience ever...,1,0,08-01-2022 22:21,Tinder;;
"6950,JP Kroucamp,""Expensive AF for no reason wasted almost R800, don't use this app it is usless"",1,0,08-01-2022 22:05,Tinder";;
6951,anthonith Miranda,😊,5,0,08-01-2022 22:04,Tinder;;
6952,Anilkumar More,Very third class n worse app not useful I dislike this application,1,0,08-01-2022 21:54,Tinder;;
6953,Angel Cortez,So annoying how this app lies!! & hate how it repeatedly resends the same notification if it's unread. So unnecessary!,2,0,08-01-2022 21:28,Tinder;;
